lonnrot_id	teos_wikidata_id	teos_nimi	tekija_etunimi	tekija_sukunimi	pseudonyymi	tekija_wikidata_id	vuosi	kokoteksti_linkki	genre	kokoomateoksen nimi (jos ei alkuperäinen julkaisu)	Alunperin kokoomateoksessa
401	na	Ensimmäiset markkinat	Minna	Canth	Wilja	Q298027	1878	http://www.lonnrot.net/kirjat/0401.zip	novelli	Novelleja ja kertomuksia I	
401	na	Äiti ja poika	Minna	Canth	Wilja	Q298027	1878	http://www.lonnrot.net/kirjat/0401.zip	novelli	Novelleja ja kertomuksia I	
401	na	Päivä koittaa	Minna	Canth	Wilja	Q298027	1878	http://www.lonnrot.net/kirjat/0401.zip	novelli	Novelleja ja kertomuksia I	
402	na	Iltapuhteeksi : kokoelma pieniä kertomuksia. 2 	Santeri	Ivalo		Q4200624	1895	http://www.lonnrot.net/kirjat/0402.zip	novelleja		
404	na	Paavolan kauhu eli rikkaus ja rakkaus	Herman 	Niemi	-n.Nm:	Q17382569	1879	http://www.lonnrot.net/kirjat/0404.zip	romaani		
414	na	Naapurit	John	Stenius	Eiwaro	na	1889	http://www.lonnrot.net/kirjat/0414.zip	romaani		
416	na	Honkakannel, osa 1: Kielten viritys	Esa	Paavo-Kallio		Q11858598	1885	http://www.lonnrot.net/kirjat/0416.zip	lyriikka		
419	na	Wäsyneen haudalla : alkuperäinen nowelli, kirjoitti Kario	Kaarle	Karikko	Kario	Q5395016	1887	http://www.lonnrot.net/kirjat/0419.zip	novelli		
422	na	Kukka kultain kuusistossa	Aleksanteri	Rahkonen		Q11850687	1899	http://www.lonnrot.net/kirjat/0422.zip	draama		
432	na	Sipolan Aapon kosioretki	Juhani	Aho	Jussi	Q348623	1883	http://www.lonnrot.net/kirjat/0432.zip	draama		
445	na	Salmelan heinätalkoot	Olli 	Wuorinen		Q17384910	1891	http://www.lonnrot.net/kirjat/0445.zip	novelli		
450	Q11889177	Putkinotko: kuvaus laiskasta viinatrokarista ja tuhmasta herrasta	Joel	Lehtonen		Q560921	1920	http://www.lonnrot.net/kirjat/0450.zip	romaani		
458	na	Kylään tullessa	Pietari	Päivärinta		Q7192746	1884	http://www.lonnrot.net/kirjat/0458.zip	romaani		
459	na	Metsä-kukkia : runoa ja proosaa, kirjoittanut Lieto	Antti	Mäkinen		Q16989266	1884	http://www.lonnrot.net/kirjat/0459.zip	lyriikka, novelleita		
460	Q1763531	Alastalon salissa: kuvaus saaristosta I–II	Volter	Kilpi		Q2658722	1933	http://www.lonnrot.net/kirjat/0460.zip	romaani		
462	Q5493272	Lintukoto	Joel	Lehtonen		Q560921	1929	http://www.lonnrot.net/kirjat/0462.zip	romaani		
463	na	Parsifal: kertomus Graalin ritarista	Volter	Kilpi		Q2658722	1902	http://www.lonnrot.net/kirjat/0463.zip	romaani		
464	na	Muistelmia Hämeestä. I Kaksi tolppaa, II Pohjalais-Maija	G(ustaf) A(dolf)	Heman	Kah	Q11860222	1883	http://www.lonnrot.net/kirjat/0464.zip	novellit		
470	na	Kalastajakadun kauppias : novelleja	Emil	Lassinen		Q11857777	1890	http://www.lonnrot.net/kirjat/0470.zip	novelleja		
472	na	Olli Oivallinen eli "Hyvä kaikkiin kelpaa"	Emanuel	Törmälä		Q11857737	1886	http://www.lonnrot.net/kirjat/0472.zip	novelli		
475	na	Risto Rytkönen: kertomuksia Pohjois-Savosta vanhoilta ajoilta 1, kirj. r-m-n	P(etter) W(ilhelm)	Aurén	r-m-n	Q16163656	1892	http://www.lonnrot.net/kirjat/0475.zip	novelleja		
477	na	Sekavia solmuja. Huvinäytelmä 3:ssa näytöksessä	J. 	Lamberg		na	1894	http://www.lonnrot.net/kirjat/0477.zip	draama		
478	na	Hyljätty äiti	Julius	Krohn 	Suonio	Q1712767	1897	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Karkuri	Julius	Krohn 	Suonio	Q1712767	1882	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Vapautettu kuningatar	Paavo	Cajander		Q2483823	1899	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Runonlaulaja	Paavo	Cajander		Q2483823		http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Leena	Paavo	Cajander		Q2483823	1875	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Vaivais-Aapo	Paavo	Cajander		Q2483823	1875	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Kehrääjä-äiti	Paavo	Cajander		Q2483823	1875	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Vanha mummo	Juhana Heikki	Erkko		Q5629029	1899	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Kaupin linna	B(ernhard) F(redrik) 	Godenhjelm		Q11854144	1884	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Gezelius	B(ernhard) F(redrik) 	Godenhjelm		Q11854144	1899	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Kuusen alla	B(ernhard) F(redrik) 	Godenhjelm		Q11854144		http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Lauluun pyyntö	P(ekka) J(uhani)	Hannikainen		Q1351224	1899	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Hovin herra	Juhani	Aho	Jussi	Q348623	1915	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Hakkapeliitta	Arvi	Jännes		Q5482287	1899	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Poku	Arvi	Jännes		Q5482287	1899	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Ilkka	Kaarlo	Kramsu		Q11868776	1877	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Hannu Krankka	Kaarlo	Kramsu		Q11868776	1887	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Jaakkiman Berends	Kaarlo	Kramsu		Q11868776	1887	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Taneli Luukkonen	Kaarlo	Kramsu		Q11868776	1887	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Mummon silmälasit	Minna	Krohn 		Q11882904	1883	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Sotavanhus pidoissa	Gustaf Ferdinand	Lönnbeck		Q11860790	1890	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Munkazcy	Jooseppi	Mustakallio		Q5998445		http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Koskenlaskijan morsiamet	August	Ahlqvist	A. Oksanen	Q760790	1904?	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Mierolais-äijä	Uno	von Schrowe		Q11899560	1890	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Pieni mierolainen	Uno	von Schrowe		Q11899560	1899	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Pesijä	Uno	von Schrowe		Q11899560	1890	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Morsian	Uno	von Schrowe		Q11899560	1899	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Birger Jarlin linna	Antti	Törneroos	Tuokko	Q5438800	1872	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
478	na	Ferencz Renyi	Kaarle	Krohn 	Wäinö	Q567354	1890	http://www.lonnrot.net/kirjat/0478.zip	runo	Kertovaisia runoelmia	
479	na	Passaripoika	Maria	Ramstedt	Martti Humu	Q11880891	1896	http://www.lonnrot.net/kirjat/0479.zip	draama		
480	na	Valo tulee!	Maria	Ramstedt	Martti Humu	Q11880891	1896	http://www.lonnrot.net/kirjat/0481.zip	draama		
481	na	Karjalan kankahilta I	K(ustaa) J(oonatan)	Juuti		Q17381230	1884	http://www.lonnrot.net/kirjat/0482.zip	romaani		
490	na	Omituisia sairaita	Mikko	Helander	Mikko -l-r	na	1896	http://www.lonnrot.net/kirjat/0490.zip	draama		
491	Q28721505	Pitäjän pienempiä: saaristoväkeä arkisillaan	Volter	Kilpi		Q2658722	1934	http://www.lonnrot.net/kirjat/0491.zip	romaani		
492	na	Lalli	Arvid	Järnefelt		Q717186	1933	http://www.lonnrot.net/kirjat/0492.zip	romaani		
493	Q18679262	Kirkolle: kuvaus saaristosta	Volter	Kilpi		Q2658722	1937	http://www.lonnrot.net/kirjat/0493.zip	romaani		
494	na	Huligaani ynnä muita kertoelmia	Arvid	Järnefelt		Q717186	1926	http://www.lonnrot.net/kirjat/0494.zip	novelleja		
496	 na	Helena	Arvid	Järnefelt		Q717186	1902	http://www.lonnrot.net/kirjat/0496.zip	romaani		
499	na	Aumolan emäntä	J(ohan) A(lbert)	Bergman		Q11865405	1885	http://www.lonnrot.net/kirjat/0499.zip	novelli		
450	Q18679640	Vanhempieni romaani	Arvid	Järnefelt		Q717186	1928–1930	http://www.lonnrot.net/kirjat/0500.zip	romaani		
502	na	Kölliskö	Juhana 	Kokko	Kyösti	Q11867444	1887	http://www.lonnrot.net/kirjat/0502.zip	romaani		
506	na	Salakuljettaja : kertomus Rajajoen tienoilta	Antero	Korjonen	Antero Kanerva	Q11851902	1889	http://www.lonnrot.net/kirjat/0506.zip	romaani		
512	na	Kysymysmerkkiä: kuinka Muikkulan Matin kirkolla kävi	G(ustaf) A(dolf)	Heman	Kah	Q11860222	1885	http://www.lonnrot.net/kirjat/0512.zip	romaani		
519	na	Savon sydämessä	Martti	Wuori		Q17384901	1898	http://www.lonnrot.net/kirjat/0519.zip	draama		
526	na	Oja-Pappalan joulu	Santeri	Alkio		Q2319774	1889	http://www.lonnrot.net/kirjat/0526.zip	romaani		
527	na	Salliman oikkuja	Santeri	Alkio		Q2319774	1921	http://www.lonnrot.net/kirjat/0527.zip	romaani		
529	na	Kruunun metsissä	Juhana	Kokko	Kyösti	Q11867444	1891	http://www.lonnrot.net/kirjat/0529.zip	romaani		
531	na	Uusi aika	Santeri	Alkio		Q2319774	1914	http://www.lonnrot.net/kirjat/0531.zip	romaani		
534	na	Yksinkö?	Aino	Malmberg		Q4697461	1903	http://www.lonnrot.net/kirjat/0534.zip	romaani		
540	na	Räisäspoika	Juhana	Kokko	Kyösti	Q11867444	1888	http://www.lonnrot.net/kirjat/0540.zip	romaani		
546	na	Teerelän perhe	Santeri	Alkio		Q2319774	1911	http://www.lonnrot.net/kirjat/0546.zip	romaani		
547	na	Greeta ja hänen herransa 	Arvid	Järnefelt		Q717186	1925	http://www.lonnrot.net/kirjat/0547.zip	romaani		
557	na	Eeva	Santeri	Alkio		Q2319774	1912	http://www.lonnrot.net/kirjat/0557.zip	romaani		
558	na	Antinous	Volter	Kilpi		Q2658722	1903	http://www.lonnrot.net/kirjat/0558.zip	romaani		
559	na	Bathseba	Volter	Kilpi		Q2658722	1900	http://www.lonnrot.net/kirjat/0559.zip	romaani		
562	na	Palvelusväkeä	Santeri	Alkio		Q2319774	1904	http://www.lonnrot.net/kirjat/0562.zip	romaani		
568	na	Aamun miehiä	Kyösti	Wilkuna		Q6242329	1921	http://www.lonnrot.net/kirjat/0568.zip	draama		
570	na	Alkuperäisiä suomalaisia uuteloita, 2 vihko, Sadan leukaluut ; Kaksi joulu-aattoa	K(arl) J(acob)	Gummerus		Q5397220	1873	http://www.lonnrot.net/kirjat/0570.zip	novelleja		
571	na	Aikansa lapsipuoli	Santeri	Ivalo		Q4200624	1895	http://www.lonnrot.net/kirjat/0571.zip	romaani		
572	na	Vanhan pastorin muistelmia	K(arl) J(acob)	Gummerus		Q5397220	1899	http://www.lonnrot.net/kirjat/0572.zip	romaani		
573	na	Suonion kootut runoelmat ja kertoelmat	Julius	Krohn 	Suonio	Q1712767	1882	http://www.lonnrot.net/kirjat/0573.zip	novelleja, lyriikka		
574	na	Pikku kuvia elämästä	Pietari	Päivärinta		Q7192746	1904	http://www.lonnrot.net/kirjat/0574.zip	novelleja		
579	na	Aikamme kuvia I-III	Santeri	Alkio		Q2319774	1889–1891	http://www.lonnrot.net/kirjat/0579.zip	novelleja		
580	na	Mennyt	Santeri	Alkio		Q2319774	1892	http://www.lonnrot.net/kirjat/0580.zip	romaani		
581	na	Nuori luotsi, nelinäytöksinen kansannäytelmä	Yrjö	Weilin		Q17384831	1904	http://www.lonnrot.net/kirjat/0581.zip	draama		
582	na	Ristin tie	Aarni	Kouta		Q5484482	1922	http://www.lonnrot.net/kirjat/0582.zip	lyriikka		
584	na	Syteen taikka saveen	Santeri	Alkio		Q2319774	1899	http://www.lonnrot.net/kirjat/0584.zip	draama		
585	na	Anna Fleming : historiallinen romaani 	Santeri	Ivalo		Q4200624	1898	http://www.lonnrot.net/kirjat/0585.zip	romaani		
587	na	Aikakausien vaihteessa, historiallisia kertomuksia	Kyösti	Wilkuna		Q6242329	1910	http://www.lonnrot.net/kirjat/0587.zip	novelleja		
593	na	Nevalaiset : historiallis-romantillinen kertomus Itä-Suomesta	J(ohan) A(lbert)	Bergman		Q11865405	1881	http://www.lonnrot.net/kirjat/0593.zip	novelleja		
594	na	Simson ja Delila	Johannes	Linnankoski		Q1092762	1911	http://www.lonnrot.net/kirjat/0594.zip	draama		
595	na	Ikuinen taistelu	Johannes	Linnankoski		Q1092762	1903	http://www.lonnrot.net/kirjat/0595.zip	draama		
602	na	Jeftan tytär	Johannes	Linnankoski		Q1092762	1911	http://www.lonnrot.net/kirjat/0602.zip	draama		
608	na	Erämaan lapset	Kyösti	Wilkuna		Q6242329	1915	http://www.lonnrot.net/kirjat/0608.zip	novelleja		
610	na	Suljetuilla porteilla	Volter	Kilpi		Q2658722	1938	http://www.lonnrot.net/kirjat/0610.zip	romaani		
613	na	Kuninkaan tuomio	Otto Engelbrekt	Jaatinen	Otto Wilho	Q11886001	1908	http://www.lonnrot.net/kirjat/0613.zip	draama		
614	na	Hellaassa	Santeri	Ivalo		Q4200624	1890	http://www.lonnrot.net/kirjat/0614.zip	romaani		
616	na	Aikojen yöstä	Kyösti	Wilkuna		Q6242329	1914	http://www.lonnrot.net/kirjat/0616.zip	novelleja		
619	na	Anna Hallman 3-näytöksinen perhekuvaus	Kyösti	Wilkuna		Q6242329	1922	http://www.lonnrot.net/kirjat/0619.zip	draama		
621	na	Runot	Juhani	Siljo		Q14116214	1910	http://www.lonnrot.net/kirjat/0621.zip	lyriikka		
623	na	Pikku-Mari ja muita kertomuksia	Pietari	Päivärinta		Q7192746	1903	http://www.lonnrot.net/kirjat/0623.zip	novelleja		
625	na	Anita Sorjola	Martti	Wuori		Q17384901	1929	http://www.lonnrot.net/kirjat/0625.zip	romaani		
626	na	Haaksirikkoiset	Kyösti	Wilkuna		Q6242329	1912	http://www.lonnrot.net/kirjat/0626.zip	romaani		
631	na	Pianonvirittäjä : yksinäytöksinen selkkaus	Lauri 	Soininen	Lauri Soini	Q6501438	1905	http://www.lonnrot.net/kirjat/0631.zip	draama		
634	na	Jälkipoimintoja : 1. Volmari, 2. Omistaan eläjiä	Pietari	Päivärinta		Q7192746	1889	http://www.lonnrot.net/kirjat/0634.zip	novelli		
635	 na	Jälkipoimintoja: 2. Omistaan eläjiä	Pietari	Päivärinta		Q7192746	1889	http://www.lonnrot.net/kirjat/0635.zip	novelli		
636	na	Jälkipomintoja: 3. Kanttilaiset. Muistelmia katovuosilta	Pietari	Päivärinta		Q7192746	1889	http://www.lonnrot.net/kirjat/0636.zip	novelli		
642	Q65527214	Huhtikuu	Saima	Harmaja		Q4115473	1932	http://www.lonnrot.net/kirjat/0642.zip	lyriikka		
645	Q22946311	Sateen jälkeen	Saima	Harmaja		Q4115473	1935	http://www.lonnrot.net/kirjat/0643.zip	lyriikka		
646	Q65527224	Hunnutettu	Saima	Harmaja		Q4115473	1936	http://www.lonnrot.net/kirjat/0645.zip	lyriikka		
647	Q65527706	Kaukainen maa	Saima	Harmaja		Q4115473	1937	http://www.lonnrot.net/kirjat/0646.zip	lyriikka		
651	na	Erämaan nuijamiehet : historiallinen romaani 	Santeri	Ivalo		Q4200624	1922	http://www.lonnrot.net/kirjat/0651.zip	romaani		
652	na	Avaruuden porteilla	Väinö	Siikaniemi		Q144994	1929	http://www.lonnrot.net/kirjat/0652.zip	lyriikka		
655	na	Katri : kertomus 17 vuosisadasta	Emil	Nervander	Emlekyl	Q4992957	1884	http://www.lonnrot.net/kirjat/0655.zip	romaani		
656	na	Erämaan taistelu	Santeri	Ivalo		Q4200624	1909	http://www.lonnrot.net/kirjat/0656.zip	romaani		
662	na	Murusia	Marja	Salmela		Q18688604	1904	http://www.lonnrot.net/kirjat/0662.zip	romaani		
677	na	Kappale kahden matkaa	Marja	Salmela		Q18688604	1908	http://www.lonnrot.net/kirjat/0677.zip	romaani		
682	na	Haudankaivajan kertomuksia	K(arl) J(acob)	Gummerus		Q5397220	1899	http://www.lonnrot.net/kirjat/0682.zip	novelleja		
685	na	Juho Vesainen : 4-näytöksinen näytelmä	Santeri	Ivalo		Q4200624	1923	http://www.lonnrot.net/kirjat/0685.zip	draama		
689	na	Kuvia ja säveliä	Valter	Juva		Q4008356	1897	http://www.lonnrot.net/kirjat/0689.zip	lyriikka		
694	na	Kylistä, kodeista ja vainioilta – kertomuksia ja kuvaelmia	Santeri	Alkio		Q2319774	1894	http://www.lonnrot.net/kirjat/0694.zip	novelleja		
696	na	Pater Paulus, ilmasta temmattu ivailu yhdessä näytöksess	Yrjö	Weilin	Yrjö Weijola	Q17384831	1896	http://www.lonnrot.net/kirjat/0696.zip	draama		
703	na	Lemmen nosto	Iivo	Härkönen		Q11864459	1904	http://www.lonnrot.net/kirjat/0703.zip	draama		
713	na	Kertomuksia, kirjoitti "Kah"	G(ustaf) A(dolf)	Heman	Kah	Q11860222	1888	http://www.lonnrot.net/kirjat/0713.zip	novelleja		
722	na	Oukkari : kertomus kansan elämästä	Pietari	Päivärinta		Q7192746	1899	http://www.lonnrot.net/kirjat/0722.zip	romaani		
724	na	Pekka Puavalj	Algot	Untola	Maiju Lassila	Q2993395	1912	http://www.lonnrot.net/kirjat/0724.zip	romaani		
726	na	Muistojen komeroista 	Santeri	Alkio		Q2319774	1915	http://www.lonnrot.net/kirjat/0726.zip	novelleja		
728	na	Taivaallisia tarinoita	Ernst	Lampén		Q5483102	1918	http://www.lonnrot.net/kirjat/0728.zip	novelleja		
730	na	Hallimajan nuoret : kuvaus nykyajalta	Selma	Anttila		Q11892917	1907	http://www.lonnrot.net/kirjat/0730.zip	romaani		
731	na	Ruukin jaloissa	A(ugust) B(ernhard)	Mäkelä		Q5474899	1896	http://www.lonnrot.net/kirjat/0731.zip	draama		
733	na	Paljain jaloin 	Uuno	Kailas		Q2915529	1928	http://www.lonnrot.net/kirjat/0733.zip	lyriikka		
751	na	Kun on tunteet	Maria	Jotuni		Q2266966	1913	http://www.lonnrot.net/kirjat/0751.zip	novelleja		
755	na	Suhteita	Maria	Jotuni		Q2266966	1905	http://www.lonnrot.net/kirjat/0755.zip	novelleja		
758	na	Rakkautta	Maria	Jotuni		Q2266966	1907	http://www.lonnrot.net/kirjat/0758.zip	novelleja		
760	na	Arkielämää	Maria	Jotuni		Q2266966	1909	http://www.lonnrot.net/kirjat/0760.zip	romaani		
767	na	Vanha koti	Maria	Jotuni		Q2266966	1910	http://www.lonnrot.net/kirjat/0767.zip	draama		
768	Q11872742	Koskenlaskijan morsian: romaani Perä-Pohjolasta	Väinö	Jurvelius	Väinö Kataja	Q11902066	1914	http://www.lonnrot.net/kirjat/0768.zip	romaani		
769	 na	Martinin rikos	Maria	Jotuni		Q2266966	1914	http://www.lonnrot.net/kirjat/0769.zip	novelleja		
770	Q11882408	Miehen kylkiluu	Maria	Jotuni		Q2266966	1914	http://www.lonnrot.net/kirjat/0770.zip	draama		
772	na	Savu-uhri	Maria	Jotuni		Q2266966	1915	http://www.lonnrot.net/kirjat/0772.zip	draama		
774	na	Musta härkä	Maria	Jotuni		Q2266966	1915	http://www.lonnrot.net/kirjat/0774.zip	satu		
775	na	Jussi ja Lassi	Maria	Jotuni		Q2266966	1921	http://www.lonnrot.net/kirjat/0775.zip	satu		
776	na	Rimpisuon usvapatsas	Alfred Emil	Ingman		Q11850821	1915	http://www.lonnrot.net/kirjat/0776.zip	romaani		
777	na	Kultainen vasikka	Maria	Jotuni		Q2266966	1918	http://www.lonnrot.net/kirjat/0777.zip	draama		
779	na	Tyttö ruusutarhassa ynnä muita novelleja 	Maria	Jotuni		Q2266966	1927	http://www.lonnrot.net/kirjat/0779.zip	novelleja		
782	Q22677519	Tohvelisankarin rouva	Maria	Jotuni		Q2266966	1924	http://www.lonnrot.net/kirjat/0782.zip	draama		
787	na	Kahden taalarin raha	Alfred Emil	Ingman		Q11850821	1917	http://www.lonnrot.net/kirjat/0787.zip	romaani		
801	Q22676973	Ylös helvetistä	Kondrad	Lehtimäki		Q17382130	1917	http://www.lonnrot.net/kirjat/0801.zip	romaani		
804	na	Historiallisia kertomuksia (Kirveskansan tulo, Haltiain varalle, Neljän heimon kunnas, Annikki, piispa ja kesti, Raaseporin synty, Tuomas piispa, Suomen ensimmäiset herttuat, Margareeta, Kaksi kovaa, Surmaa tai kuole, Kilpailu markkinoista, Seikkailija-sotilas, Työ on tehty, Erämaan asutus, Kristillinen järjestys penkkisijoista, Käräjillä, Auttaja avuttomana, Kontin tarina)	Santeri	Ivalo		Q4200624	1898–1927	http://www.lonnrot.net/kirjat/0804.zip	novelleja		
805	na	Yösalo	Jalmari	Hahl		Q11865779	1929	http://www.lonnrot.net/kirjat/0805.zip	romaani		
809	na	Minun äitini	Julius	Krohn 	Suonio	Q1712767	1875	http://www.lonnrot.net/kirjat/0809.zip	lyriiikka		
811	na	Ainoa hetki	Theodolinda	Hahnsson		Q1544350	1873	http://www.lonnrot.net/kirjat/0811.zip	romaani		
813	na	Kuuselan kukka	Theodolinda	Hahnsson		Q1544350	1872	http://www.lonnrot.net/kirjat/0813.zip	romaani		
814	na	Kreivin aikaan : historiallinen romaani 	Santeri	Ivalo		Q4200624	1926	http://www.lonnrot.net/kirjat/0814.zip	romaani		
815	na	Syvyydestä: kuvauksia sodasta	Konrad	Lehtimäki		Q17382130	1915	http://www.lonnrot.net/kirjat/0815.zip	romaani		
816	na	Akilles: kuvaus 	K(aarlo) (A)ugust	Järvi		na	1906	http://www.lonnrot.net/kirjat/0816.zip	romaani		
817	na	Harry: romaani kansallisen herätyksen ajoilta 	K(aarlo) (A)ugust	Järvi		na	1910	http://www.lonnrot.net/kirjat/0817.zip	romaani		
821	na	Martti Jänne	Marja	Salmela		Q18688604	1919	http://www.lonnrot.net/kirjat/0821.zip	romaani		
824	na	Martta	Theodolinda	Hahnsson		Q1544350	1891	http://www.lonnrot.net/kirjat/0824.zip	romaani		
825	na	Kevät ja takatalvi	Juhani	Aho		Q348623	1906	http://www.lonnrot.net/kirjat/0825.zip	romaani		
826	na	Taistojen teitä (Taistelun teitä)	Marja	Salmela		Q18688604	1905	http://www.lonnrot.net/kirjat/0826.zip	romaani		
827	na	Korpelan Tapani: kuvaus kansan elämästä	Heikki	Meriläinen		Q5411169	1888	http://www.lonnrot.net/kirjat/0827.zip	romaani		
828	na	Kahleeton vanki, elämäkerrallinen kuvaus	Heikki	Meriläinen		Q5411169	1899	http://www.lonnrot.net/kirjat/0828.zip	romaani		
830	na	Kuppari-Maija	Heikki	Meriläinen		Q5411169	1901	http://www.lonnrot.net/kirjat/0830.zip	romaani		
831	na	Sattumuksia Jänislahdella, tendenssiromaani	Heikki	Meriläinen		Q5411169	1908	http://www.lonnrot.net/kirjat/0831.zip	romaani		
832	na	Runokokeita	Kasimir	Leino		Q5945346	1886	http://www.lonnrot.net/kirjat/0832.zip	lyriikka		
833	na	Korpelan seppä	Heikki	Meriläinen		Q5411169	1909	http://www.lonnrot.net/kirjat/0833.zip	romaani		
834	na	Savon jääkäri	Theodolinda	Hahnsson		Q1544350	1877	http://www.lonnrot.net/kirjat/0834.zip	romaani		
835	na	Mooses ja hänen hevosensa	Heikki	Meriläinen		Q5411169	1920	http://www.lonnrot.net/kirjat/0835.zip	romaani		
836	na	Kuusten juurella	Heikki	Meriläinen		Q5411169	1922	http://www.lonnrot.net/kirjat/0836.zip	romaani		
837	na	Alkutaival	Santeri	Ivalo		Q4200624	1932	http://www.lonnrot.net/kirjat/0837.zip	romaani		
839	na	Heränneitä	Juhani	Aho		Q348623	1894	http://www.lonnrot.net/kirjat/0839.zip	romaani		
840	na	Hellettä	Ivalo	Santeri		Q4200624	1930	http://www.lonnrot.net/kirjat/0840.zip	romaani		
847	na	Syylliset ja syyttömät : yhteiskuntaromaani	Lauri 	Haarla		Q11875021	1929	http://www.lonnrot.net/kirjat/0847.zip	romaani		
848	na	Ritvalan ilovalkeat : romaani	Lauri 	Haarla		Q11875021	1943	http://www.lonnrot.net/kirjat/0848.zip	romaani		
849	na	Eversti Ansamaa	Pekka	Ervast		Q466373	1918	http://www.lonnrot.net/kirjat/0849.zip	romaani?		
850	na	Jaakko Ilkka ja Klaus Fleming	Kasimir	Leino		Q5945346	1901	http://www.lonnrot.net/kirjat/0850.zip	draama		
852	na	Kurkien taru	Lauri 	Haarla		Q11875021	1943	http://www.lonnrot.net/kirjat/0852.zip	romaani		
854	na	Muistoja Naantalista eli vanhan tädin kertomus 	Theodolinda	Hahnsson		Q1544350	1874	http://www.lonnrot.net/kirjat/0854.zip	romaani		
855	na	Samasta kodista	Marja	Salmela		Q18688604	1918	http://www.lonnrot.net/kirjat/0855.zip	romaani		
858	Q42191283	Hyvästijättö Lintukodolle	Joel	Lehtonen		Q560921	1934	http://www.lonnrot.net/kirjat/0858.zip	lyriikka		
862	na	Rai Jakkerintytär romaani uskollisesta	Joel	Lehtonen		Q560921	1927	http://www.lonnrot.net/kirjat/0862.zip	romaani		
870	na	Korpi ja puutarha	Joel	Lehtonen		Q560921	1923	http://www.lonnrot.net/kirjat/0870.zip	novelleja		
871	na	Tähtimantteli : sikermä	Joel	Lehtonen		Q560921	1920	http://www.lonnrot.net/kirjat/0871.zip	novelleja		
874	na	Sirkus ja pyhimys	Joel	Lehtonen		Q560921	1927	http://www.lonnrot.net/kirjat/0874.zip	romaani		
875	na	Emmalan Elli	Kasimir	Leino		Q5945346	1880	http://www.lonnrot.net/kirjat/0875.zip	romaani		
882	na	Testamentti ym kertomuksia	Kasimir	Leino		Q5945346	1905	http://www.lonnrot.net/kirjat/0882.zip	novelleja		
884	na	Naiskohtalo	Marja	Salmela		Q18688604	1917	http://www.lonnrot.net/kirjat/0884.zip	romaani		
886	na	Sorron lapset	Joel	Lehtonen		Q560921	1923	http://www.lonnrot.net/kirjat/0886.zip	romaani		
887	na	Portinsärkijä : romaani nuoresta Yrjö Maunu Sprengtportenista. 	Lauri 	Haarla		Q11875021	1944	http://www.lonnrot.net/kirjat/0887.zip	romaani		
889	na	Maailman loppu : romaani ankarasta elämästä avaruudessa	K(alle) N(ikodemus)	Rauhala	Johannes Karma	na	1921	http://www.lonnrot.net/kirjat/0889.zip	romaani		
891	Q5493785	Tunturien yöpuolta: vanhoja tarinoita	Samuli	Paulaharju		Q6037597	1934	http://www.lonnrot.net/kirjat/0891.zip	novelleja		
